study_id,country
1937,United States
1938,Belgium
1939,France
1940,United States
1941,Kazakhstan
1942,France
1943,Spain
1944,United States
1945,Unknown
1946,Turkey
1947,United States
1948,Islamic Republic of
1949,Unknown
1950,France
1951,South Africa
1952,United States
1953,United States
1954,France
1955,Denmark
1956,India
1957,United Kingdom
1958,Italy
1959,Unknown
1960,United States
1961,France
1962,France
1963,United Kingdom
1964,Unknown
1965,Italy
1966,United States
1967,United Kingdom
1968,Pakistan
1969,Egypt
1970,Netherlands
1971,Unknown
1972,Canada
1973,Israel
1974,United States
1975,Senegal
1976,United States
1977,Canada
1978,Brazil
1979,United States
1980,United States
1981,United States
1982,United States
1983,Germany
1984,United States
1985,Denmark
1986,United States
1987,Puerto Rico
1988,United States
1989,Brazil
1990,Egypt
1991,United States
1992,United Kingdom
1993,China
1994,Unknown
1995,Israel
1996,Belgium
1997,Denmark
1998,France
1999,France
2000,Unknown
2001,Japan
2002,Saudi Arabia
2003,United Kingdom
2004,Italy
2005,France
2006,France
2007,Spain
2008,United States
2009,United Kingdom
2010,Turkey
2011,Singapore
2012,United States
2013,Colombia
2014,United States
2015,Unknown
2016,Colombia
2017,Spain
2018,United States
2019,Turkey
2020,China
2021,United States
2022,Ukraine
2023,United Kingdom
2024,China
2025,Egypt
2026,Turkey
2027,Argentina
2028,Colombia
2029,Italy
2030,China
2031,Republic of
2032,United States
2033,United States
2034,Australia
2035,Czechia
2036,Australia
2037,China
2038,Unknown
2039,United States
2040,United States
2041,United States
2042,Brazil
2043,Republic of
2044,United Kingdom
2045,United Kingdom
2046,United States
2047,Unknown
2048,Unknown
2049,United States
2050,Belgium
2051,France
2052,Finland
2053,France
2054,United States
2055,France
2056,Canada
2057,France
2058,United States
2059,United States
2060,Egypt
2061,Japan
2062,Unknown
2063,Cameroon
2064,United States
2065,United States
2066,Mexico
2067,Egypt
2068,Unknown
2069,France
2070,Italy
2071,Sweden
2072,United States
2073,Egypt
2074,Turkey
2075,France
2076,Nepal
2077,United States
2078,Bosnia and Herzegovina
2079,Switzerland
2080,Russian Federation
2081,United States
2082,United States
2083,Italy
2084,United Kingdom
2085,China
2086,Ecuador
2087,Turkey
2088,Brazil
2089,Spain
2090,Iraq
2091,Colombia
2092,Canada
2093,Unknown
2094,United States
2095,Unknown
2096,United Kingdom
2097,Canada
2098,Pakistan
2099,France
2100,United States
2101,Brazil
2102,United States
2103,United States
2104,Sweden
2105,South Africa
2106,United States
2107,Egypt
2108,China
2109,France
2110,Egypt
2111,Switzerland
2112,France
2113,Argentina
2114,Norway
2115,Netherlands
2116,France
2117,Turkey
2118,France
2119,Unknown
2120,Unknown
2121,United States
2122,United States
2123,United States
2124,United States
2125,Brazil
2126,United States
2127,China
2128,Ireland
2129,United States
2130,Brazil
2131,Turkey
2132,United States
2133,Italy
2134,Israel
2135,France
2136,Egypt
2137,Belgium
2138,Italy
2139,Egypt
2140,United States
2141,Egypt
2142,United States
2143,United States
2144,Egypt
2145,Unknown
2146,United States
2147,Switzerland
2148,France
2149,France
2150,Spain
2151,Canada
2152,Italy
2153,France
2154,United Arab Emirates
2155,United States
2156,Italy
2157,India
2158,Canada
2159,Egypt
2160,Unknown
2161,Brazil
2162,United Kingdom
2163,Germany
2164,Switzerland
2165,United States
2166,United States
2167,France
2168,Poland
2169,United Kingdom
2170,United States
2171,Unknown
2172,France
2173,China
2174,United States
2175,Germany
2176,United States
2177,United States
2178,France
2179,Brazil
2180,Hong Kong
2181,Indonesia
2182,China
2183,Brazil
2184,Italy
2185,United States
2186,United States
2187,Egypt
2188,Spain
2189,France
2190,Hungary
2191,United States
2192,Switzerland
2193,Norway
2194,France
2195,United States
2196,Egypt
2197,United States
2198,Switzerland
2199,Unknown
2200,United States
2201,Unknown
2202,Netherlands
2203,Unknown
2204,Poland
2205,Unknown
2206,Unknown
2207,China
2208,Chile
2209,Egypt
2210,Australia
2211,Egypt
2212,Argentina
2213,United States
2214,United Kingdom
2215,Brazil
2216,Lebanon
2217,Tunisia
2218,Qatar
2219,United States
2220,Canada
2221,Egypt
2222,Ukraine
2223,Germany
2224,France
2225,Russian Federation
2226,Egypt
2227,Argentina
2228,France
2229,France
2230,United Kingdom
2231,Denmark
2232,Spain
2233,Spain
2234,Norway
2235,United States
2236,United States
2237,Canada
2238,United States
2239,United States
2240,Australia
2241,Israel
2242,France
2243,Germany
2244,Finland
2245,United States
2246,Unknown
2247,Sweden
2248,United States
2249,France
2250,United States
2251,Spain
2252,United States
2253,United States
2254,Egypt
2255,Colombia
2256,Spain
2257,United States
2258,France
2259,Canada
2260,France
2261,France
2262,France
2263,Greece
2264,United States
2265,Italy
2266,Bangladesh
2267,United States
2268,China
2269,Netherlands
2270,Jordan
2271,France
2272,Hong Kong
2273,Denmark
2274,Unknown
2275,Unknown
2276,France
2277,Turkey
2278,United States
2279,Unknown
2280,Mexico
2281,United Kingdom
2282,Saudi Arabia
2283,Egypt
2284,France
2285,Egypt
2286,United States
2287,Mexico
2288,Italy
2289,Canada
2290,Singapore
2291,Spain
2292,United Kingdom
2293,Unknown
2294,United States
2295,Unknown
2296,United States
2297,The Democratic Republic of the
2298,Malaysia
2299,Unknown
2300,Turkey
2301,United States
2302,Netherlands
2303,United States
2304,United States
2305,United Kingdom
2306,India
2307,Denmark
2308,Belgium
2309,Turkey
2310,Turkey
2311,United Kingdom
2312,Unknown
2313,United Kingdom
2314,Belgium
2315,Egypt
2316,France
2317,Israel
2318,France
2319,United States
2320,Spain
2321,France
2322,Canada
2323,Switzerland
2324,United States
2325,Belarus
2326,China
2327,Greece
2328,Egypt
2329,United States
2330,United States
2331,Canada
2332,United Kingdom
2333,Canada
2334,Egypt
2335,United States
2336,United States
2337,Burkina Faso
2338,Islamic Republic of
2339,Mexico
2340,Iraq
2341,United States
2342,United States
2343,Denmark
2344,Bangladesh
2345,Canada
2346,Germany
2347,United Kingdom
2348,Turkey
2349,Italy
2350,Germany
2351,Netherlands
2352,Unknown
2353,Unknown
2354,United States
2355,Unknown
2356,Turkey
2357,Russian Federation
2358,United States
2359,United States
2360,United States
2361,United States
2362,Netherlands
2363,United States
2364,Spain
2365,India
2366,Greece
2367,United States
2368,Brazil
2369,Peru
2370,United States
2371,France
2372,United States
2373,Netherlands
2374,United States
2375,Turkey
2376,Unknown
2377,Cape Verde
2378,Argentina
2379,Italy
2380,United States
2381,United States
2382,United States
2383,Unknown
2384,Italy
2385,United States
2386,Unknown
2387,Brazil
2388,Germany
2389,United States
2390,Russian Federation
2391,United States
2392,France
2393,United States
2394,United States
2395,Argentina
2396,United States
2397,United States
2398,United States
2399,Unknown
2400,Canada
2401,United States
2402,Turkey
2403,United States
2404,United States
2405,Brazil
2406,United States
2407,United States
2408,United States
2409,United States
2410,Poland
2411,Italy
2412,United States
2413,United States
2414,Belgium
2415,Belgium
2416,Spain
2417,Unknown
2418,Spain
2419,Singapore
2420,United States
2421,Belgium
2422,Ireland
2423,Pakistan
2424,United States
2425,Unknown
2426,United States
2427,Greece
2428,United States
2429,United States
2430,United States
2431,United Kingdom
2432,United States
2433,Unknown
2434,China
2435,United States
2436,Netherlands
2437,Italy
2438,United States
2439,United States
2440,Brazil
2441,Denmark
2442,Unknown
2443,France
2444,Netherlands
2445,Switzerland
2446,Russian Federation
2447,France
2448,Chile
2449,Belgium
2450,Brazil
2451,Canada
2452,Unknown
2453,Kuwait
2454,United States
2455,United States
2456,Italy
2457,Unknown
2458,United Kingdom
2459,Italy
2460,China
2461,Turkey
2462,Argentina
2463,France
2464,United States
2465,China
2466,France
2467,United States
2468,United States
2469,United States
2470,United States
2471,Spain
2472,Argentina
2473,Germany
2474,United States
2475,France
2476,India
2477,Chile
2478,Belgium
2479,United States
2480,United States
2481,Turkey
2482,Turkey
2483,China
2484,Spain
2485,China
2486,Unknown
2487,Unknown
2488,Unknown
2489,Belgium
2490,France
2491,France
2492,Unknown
2493,Turkey
2494,Spain
2495,Spain
2496,Brazil
2497,Switzerland
2498,France
2499,France
2500,France
2501,United States
2502,Canada
2503,Italy
2504,Unknown
2505,United States
2506,Belgium
2507,United Kingdom
2508,Egypt
2509,France
2510,Belgium
2511,Spain
2512,United States
2513,United States
2514,China
2515,Singapore
2516,Russian Federation
2517,United States
2518,Unknown
2519,Canada
2520,United States
2521,Unknown
2522,France
2523,Belgium
2524,Islamic Republic of
2525,United States
2526,United Kingdom
2527,France
2528,United States
2529,Egypt
2530,Belgium
2531,Unknown
2532,Sweden
2533,China
2534,France
2535,Italy
2536,Brazil
2537,Pakistan
2538,Argentina
2539,Unknown
2540,United States
2541,Netherlands
2542,United States
2543,Unknown
2544,Turkey
2545,Spain
2546,France
2547,Peru
2548,Côte D'Ivoire
2549,Italy
2550,France
2551,Netherlands
2552,Mexico
2553,India
2554,China
2555,Argentina
2556,France
2557,Turkey
2558,Spain
2559,United Kingdom
2560,China
2561,France
2562,Unknown
2563,Italy
2564,Qatar
2565,Italy
2566,United States
2567,France
2568,United States
2569,Egypt
2570,China
2571,United States
2572,United States
2573,Unknown
2574,Unknown
2575,United States
2576,Unknown
2577,Unknown
2578,Costa Rica
2579,Indonesia
2580,France
2581,Russian Federation
2582,United States
2583,Germany
2584,Mexico
2585,Hong Kong
2586,United States
2587,Germany
2588,United States
2589,Austria
2590,Denmark
2591,Brazil
2592,United Kingdom
2593,Unknown
2594,Unknown
2595,Greece
2596,France
2597,United States
2598,United Kingdom
2599,France
2600,Egypt
2601,China
2602,United States
2603,United States
2604,United States
2605,China
2606,United Kingdom
2607,Turkey
2608,Italy
2609,Canada
2610,United Kingdom
2611,Italy
2612,Unknown
2613,United States
2614,Belgium
2615,United States
2616,Spain
2617,Canada
2618,Hungary
2619,Spain
2620,Unknown
2621,Germany
2622,Spain
2623,Egypt
2624,United States
2625,France
2626,United States
2627,France
2628,Unknown
2629,Belgium
2630,Canada
2631,United States
2632,Germany
2633,Unknown
2634,Argentina
2635,France
2636,France
2637,Argentina
2638,Spain
2639,China
2640,France
2641,France
2642,United States
2643,Spain
2644,Brazil
2645,United States
2646,Switzerland
2647,United States
2648,Denmark
2649,France
2650,Brazil
2651,United States
2652,Unknown
2653,Turkey
2654,United Kingdom
2655,France
2656,Spain
2657,China
2658,United States
2659,France
2660,Unknown
2661,United States
2662,India
2663,Germany
2664,Spain
2665,Brazil
2666,Indonesia
2667,United States
2668,United States
2669,Canada
2670,United States
2671,France
2672,Egypt
2673,Canada
2674,United States
2675,Egypt
2676,Switzerland
2677,United States
2678,Egypt
2679,United States
2680,France
2681,Mexico
2682,United States
2683,United States
2684,Philippines
2685,Norway
2686,Cape Verde
2687,Belarus
2688,Turkey
2689,Iraq
2690,United States
2691,Switzerland
2692,United States
2693,Unknown
2694,Turkey
2695,United Kingdom
2696,France
2697,Iraq
2698,Netherlands
2699,Spain
2700,United States
2701,South Africa
2702,United States
2703,United States
2704,Republic of
2705,Iraq
2706,United States
2707,Brazil
2708,Bangladesh
2709,United States
2710,Ukraine
2711,China
2712,United States
2713,Belgium
2714,France
2715,United States
2716,United Kingdom
2717,Brazil
2718,Italy
2719,United States
2720,Denmark
2721,Unknown
2722,France
2723,United States
2724,Unknown
2725,Turkey
2726,Italy
2727,Egypt
2728,France
2729,Switzerland
2730,Switzerland
2731,United States
2732,Brazil
2733,Egypt
2734,France
2735,Denmark
2736,United States
2737,Argentina
2738,Pakistan
2739,India
2740,United States
2741,Egypt
2742,Dominican Republic
2743,Qatar
2744,Singapore
2745,Unknown
2746,China
2747,Guinea
2748,United States
2749,Russian Federation
2750,France
2751,Greece
2752,Portugal
2753,Argentina
2754,Unknown
2755,United States
2756,Spain
2757,United States
2758,United States
2759,Belgium
2760,Italy
2761,Italy
2762,Canada
2763,United States
2764,Israel
2765,Spain
2766,Spain
2767,Germany
2768,Germany
2769,Mexico
2770,United States
2771,Colombia
2772,France
2773,Mexico
2774,Switzerland
2775,Turkey
2776,Unknown
2777,Norway
2778,Italy
2779,United States
2780,United States
2781,Ireland
2782,Unknown
2783,United States
2784,France
2785,United States
2786,United States
2787,China
2788,United Kingdom
2789,United States
2790,Norway
2791,Malaysia
2792,France
2793,United States
2794,Spain
2795,Paraguay
2796,United States
2797,United States
2798,United States
2799,France
2800,United States
2801,China
2802,Unknown
2803,China
2804,Canada
2805,Spain
2806,Spain
2807,Unknown
2808,Unknown
2809,Hong Kong
2810,Egypt
2811,Jamaica
2812,Denmark
2813,Switzerland
2814,Pakistan
2815,Sweden
2816,United States
2817,United States
2818,Israel
2819,Spain
2820,United States
2821,United States
2822,France
2823,United States
2824,Turkey
2825,United States
2826,Argentina
2827,Belgium
2828,Italy
2829,Turkey
2830,France
2831,United States
2832,United States
2833,United States
2834,United States
2835,United States
2836,United States
2837,Turkey
2838,Belgium
2839,Spain
2840,United States
2841,United States
2842,Unknown
2843,France
2844,United States
2845,United States
2846,Argentina
2847,Czechia
2848,Argentina
2849,Brazil
2850,Israel
2851,Brazil
2852,United States
2853,United States
2854,Indonesia
2855,United States
2856,United States
2857,Pakistan
2858,United States
2859,United States
2860,Russian Federation
2861,United States
2862,Switzerland
2863,France
2864,Greece
2865,United States
2866,Sweden
2867,Unknown
2868,Italy
2869,Republic of
2870,Italy
2871,Germany
2872,United States
2873,Austria
2874,France
2875,Unknown
2876,Tunisia
2877,United Kingdom
2878,France
2879,United States
2880,Russian Federation
2881,Australia
2882,Spain
2883,France
2884,France
2885,Spain
2886,Italy
2887,France
2888,United States
2889,United States
2890,Unknown
2891,China
2892,Unknown
2893,United States
2894,Colombia
2895,United Kingdom
2896,Germany
2897,Canada
2898,Egypt
2899,Guinea-Bissau
2900,France
2901,Unknown
2902,Spain
2903,France
2904,United States
2905,Canada
2906,Qatar
2907,Bangladesh
2908,United States
2909,Austria
2910,Unknown
2911,Guinea
2912,United States
2913,France
2914,United States
2915,Canada
2916,Saudi Arabia
2917,United States
2918,France
2919,United States
2920,Egypt
2921,Spain
2922,France
2923,United States
2924,United States
2925,Denmark
2926,France
2927,United States
2928,United States
2929,United States
2930,United States
2931,France
2932,United States
2933,United States
2934,Malaysia
2935,China
2936,United States
2937,Unknown
2938,Unknown
2939,United States
2940,Unknown
2941,United States
2942,Canada
2943,Sweden
2944,Switzerland
2945,United States
2946,Unknown
2947,United States
2948,Unknown
2949,France
2950,France
2951,France
2952,Germany
2953,Unknown
2954,Germany
2955,United Kingdom
2956,Sweden
2957,Unknown
2958,Greece
2959,France
2960,France
2961,China
2962,France
2963,Spain
2964,United States
2965,Argentina
2966,United Kingdom
2967,Egypt
2968,Canada
2969,France
2970,United States
2971,Germany
2972,Egypt
2973,Unknown
2974,Pakistan
2975,Pakistan
2976,India
2977,Unknown
2978,United States
2979,Israel
2980,Italy
2981,United States
2982,Honduras
2983,Austria
2984,Turkey
2985,France
2986,United States
2987,United States
2988,France
2989,United States
2990,United States
2991,Russian Federation
2992,United States
2993,United Kingdom
2994,Colombia
2995,France
2996,Indonesia
2997,United States
2998,Unknown
2999,France
3000,Brazil
3001,Brazil
3002,Brazil
3003,United States
3004,Brazil
3005,Egypt
3006,Italy
3007,Egypt
3008,Unknown
3009,Canada
3010,Egypt
3011,Spain
3012,United States
3013,United States
3014,United States
3015,Brazil
3016,Unknown
3017,United States
3018,Israel
3019,Indonesia
3020,Russian Federation
3021,Germany
3022,United States
3023,Canada
3024,Taiwan
3025,United States
3026,Canada
3027,United States
3028,France
3029,United States
3030,Russian Federation
3031,Turkey
3032,Sweden
3033,South Africa
3034,China
3035,Canada
3036,United States
3037,Croatia
3038,United States
3039,Turkey
3040,United States
3041,Egypt
3042,Kuwait
3043,Unknown
3044,United States
3045,France
3046,Austria
3047,Italy
3048,Netherlands
3049,France
3050,Poland
3051,Italy
3052,Israel
3053,Unknown
3054,Turkey
3055,United Kingdom
3056,United States
3057,United Kingdom
3058,Netherlands
3059,United States
3060,Canada
3061,United Kingdom
3062,Austria
3063,Unknown
3064,United Kingdom
3065,United States
3066,United States
3067,United States
3068,Peru
3069,Mexico
3070,United States
3071,Unknown
3072,United States
3073,Unknown
3074,Egypt
3075,China
3076,United States
3077,Peru
3078,United States
3079,United States
3080,Italy
3081,Denmark
3082,Mexico
3083,Egypt
3084,Saudi Arabia
3085,France
3086,United States
3087,Mexico
3088,France
3089,France
3090,Mexico
3091,United States
3092,Switzerland
3093,United States
3094,France
3095,United States
3096,France
3097,United States
3098,United States
3099,United States
3100,United States
3101,United States
3102,United States
3103,Indonesia
3104,Austria
3105,Unknown
3106,Unknown
3107,Spain
3108,France
3109,United States
3110,France
3111,Unknown
3112,United States
3113,United States
3114,Brazil
3115,Denmark
3116,United States
3117,Netherlands
3118,France
3119,United States
3120,United States
3121,Qatar
3122,Russian Federation
3123,Belgium
3124,Egypt
3125,France
3126,France
3127,Hong Kong
3128,Spain
3129,Poland
3130,United States
3131,Kuwait
3132,Germany
3133,United States
3134,Italy
3135,Unknown
3136,France
3137,Unknown
3138,Egypt
3139,France
3140,France
3141,Italy
3142,Norway
3143,United States
3144,Republic of
3145,Canada
3146,United States
3147,Belgium
3148,India
3149,Denmark
3150,France
3151,United States
3152,Israel
3153,Mexico
3154,Japan
3155,Russian Federation
3156,Saudi Arabia
3157,Mexico
3158,Brazil
3159,Malaysia
3160,United States
3161,Austria
3162,United States
3163,Unknown
3164,Mexico
3165,United States
3166,Egypt
3167,United States
3168,France
3169,Russian Federation
3170,United States
3171,Brazil
3172,Puerto Rico
3173,Unknown
3174,Spain
3175,United States
3176,United States
3177,France
3178,France
3179,Brazil
3180,Spain
3181,France
3182,Switzerland
3183,Egypt
3184,United Kingdom
3185,Brazil
3186,United States
3187,United Kingdom
3188,Lebanon
3189,Saudi Arabia
3190,Germany
3191,Belgium
3192,United States
3193,Germany
3194,United Kingdom
3195,France
3196,Unknown
3197,Norway
3198,United States
3199,Argentina
3200,Italy
3201,United States
3202,Unknown
3203,Unknown
3204,Denmark
3205,United States
3206,Hong Kong
3207,Egypt
3208,China
3209,United States
3210,France
3211,United States
3212,United States
3213,Martinique
3214,China
3215,France
3216,Egypt
3217,China
3218,Unknown
3219,Norway
3220,Belgium
3221,United States
3222,Unknown
3223,Austria
3224,Germany
3225,Germany
3226,Belgium
3227,United States
3228,United States
3229,Australia
3230,Unknown
3231,United States
3232,Unknown
3233,United States
3234,France
3235,United States
3236,United Kingdom
3237,China
3238,France
3239,Germany
3240,United States
3241,Kuwait
3242,France
3243,Brazil
3244,Brazil
3245,Germany
3246,United States
3247,Republic of
3248,Canada
3249,United States
3250,Unknown
3251,United States
3252,Unknown
3253,Hong Kong
3254,The Democratic Republic of the
3255,Sweden
3256,Argentina
3257,Spain
3258,Egypt
3259,Jamaica
3260,Germany
3261,United States
3262,Denmark
3263,Turkey
3264,United States
3265,United Kingdom
3266,United States
3267,United States
3268,Spain
3269,United States
3270,Israel
3271,France
3272,United States
3273,France
3274,Unknown
3275,United States
3276,Brazil
3277,United States
3278,India
3279,Italy
3280,United States
3281,Slovenia
3282,United States
3283,Brazil
3284,United States
3285,United States
3286,Russian Federation
3287,Unknown
3288,Unknown
3289,Unknown
3290,France
3291,Unknown
3292,Canada
3293,United States
3294,Bangladesh
3295,United States
3296,United Kingdom
3297,Egypt
3298,Germany
3299,United Kingdom
3300,Italy
3301,Qatar
3302,United States
3303,Brazil
3304,France
3305,Italy
3306,United States
3307,Israel
3308,Austria
3309,Republic of
3310,Unknown
3311,United Kingdom
3312,United States
3313,Belgium
3314,Brazil
3315,Brazil
3316,Romania
3317,Germany
3318,United Arab Emirates
3319,France
3320,United States
3321,Russian Federation
3322,Indonesia
3323,Germany
3324,Germany
3325,Argentina
3326,France
3327,United States
3328,Denmark
3329,Italy
3330,United States
3331,United States
3332,Canada
3333,Unknown
3334,Germany
3335,Republic of
3336,Brazil
3337,Unknown
3338,France
3339,France
3340,Israel
3341,Unknown
3342,Unknown
3343,Nigeria
3344,Republic of
3345,France
3346,Italy
3347,Egypt
3348,Italy
3349,Spain
3350,Germany
3351,Switzerland
3352,United States
3353,France
3354,Mexico
3355,Turkey
3356,Russian Federation
3357,United States
3358,France
3359,United States
3360,Unknown
3361,France
3362,Spain
3363,United States
3364,Unknown
3365,France
3366,Republic of
3367,Egypt
3368,Unknown
3369,Belgium
3370,Mexico
3371,Switzerland
3372,Canada
3373,United States
3374,France
3375,United States
3376,Turkey
3377,United States
3378,United States
3379,China
3380,Australia
3381,Canada
3382,Unknown
3383,United States
3384,France
3385,United Kingdom
3386,France
3387,United States
3388,China
3389,Mexico
3390,Unknown
3391,United States
3392,Sweden
3393,Unknown
3394,United States
3395,Israel
3396,Unknown
3397,United States
3398,Denmark
3399,United States
3400,China
3401,Mexico
3402,France
3403,Italy
3404,Israel
3405,Israel
3406,Israel
3407,Italy
3408,Republic of
3409,United States
3410,United States
3411,Pakistan
3412,France
3413,United States
3414,United States
3415,France
3416,Egypt
3417,United States
3418,Spain
3419,Netherlands
3420,Colombia
3421,The Democratic Republic of the
3422,Belgium
3423,Unknown
3424,France
3425,Germany
3426,Indonesia
3427,Israel
3428,United States
3429,Unknown
3430,Chile
3431,Republic of
3432,Mexico
3433,United States
3434,Greece
3435,Italy
3436,Russian Federation
3437,Unknown
3438,Brazil
3439,United States
3440,France
3441,United States
3442,Italy
3443,Italy
3444,France
3445,United States
3446,Unknown
3447,Unknown
3448,United Kingdom
3449,Brazil
3450,United States
3451,United States
3452,Egypt
3453,United States
3454,France
3455,United Kingdom
3456,United States
3457,Denmark
3458,Indonesia
3459,China
3460,United States
3461,Bangladesh
3462,Argentina
3463,France
3464,Spain
3465,United Kingdom
3466,Unknown
3467,Colombia
3468,United States
3469,China
3470,France
3471,Turkey
3472,United States
3473,United States
3474,United States
3475,France
3476,China
3477,France
3478,United States
3479,United States
3480,Canada
3481,China
3482,United States
3483,Spain
3484,Greece
3485,United States
3486,China
3487,France
3488,United States
3489,United States
3490,United Kingdom
3491,Egypt
3492,Egypt
3493,France
3494,United Kingdom
3495,Brazil
3496,Egypt
3497,France
3498,Turkey
3499,Denmark
3500,Republic of
3501,United Kingdom
3502,Greece
3503,Mexico
3504,Unknown
3505,Turkey
3506,Monaco
3507,Greece
3508,United States
3509,United Kingdom
3510,United States
3511,United States
3512,United Kingdom
3513,Italy
3514,United States
3515,United States
3516,Unknown
3517,Unknown
3518,Taiwan
3519,Spain
3520,Unknown
3521,Denmark
3522,Unknown
3523,France
3524,Belgium
3525,United States
3526,Spain
3527,Brazil
3528,Unknown
3529,United States
3530,Italy
3531,Hungary
3532,Chile
3533,France
3534,Israel
3535,Tunisia
3536,United States
3537,United States
3538,Brazil
3539,Brazil
3540,Turkey
3541,France
3542,United States
3543,United States
3544,Unknown
3545,United States
3546,Turkey
3547,Italy
3548,United States
3549,Ukraine
3550,Turkey
3551,United States
3552,United States
3553,United States
3554,United States
3555,Republic of
3556,Turkey
3557,United States
3558,Romania
3559,France
3560,Unknown
3561,Islamic Republic of
3562,China
3563,Islamic Republic of
3564,United States
3565,United States
3566,Unknown
3567,Sweden
3568,France
3569,Unknown
3570,United States
3571,Unknown
3572,United States
3573,France
3574,Unknown
3575,France
3576,Spain
3577,Israel
3578,United States
3579,Indonesia
3580,Unknown
3581,United States
3582,France
3583,Bangladesh
3584,Turkey
3585,Brazil
3586,United States
3587,Israel
3588,United Kingdom
3589,Kazakhstan
3590,Germany
3591,Belgium
3592,France
3593,Belgium
3594,Italy
3595,United States
3596,United States
3597,United States
3598,China
3599,Pakistan
3600,Italy
3601,Turkey
3602,Denmark
3603,Australia
3604,Kenya
3605,United States
3606,Italy
3607,Unknown
3608,Unknown
3609,United States
3610,United States
3611,France
3612,Peru
3613,Italy
3614,Unknown
3615,Mexico
3616,Pakistan
3617,Hong Kong
3618,Austria
3619,Hungary
3620,United States
3621,Ireland
3622,Israel
3623,Spain
3624,Unknown
3625,Unknown
3626,Egypt
3627,France
3628,Czechia
3629,Argentina
3630,Denmark
3631,France
3632,United States
3633,Unknown
3634,Denmark
3635,United States
3636,United States
3637,United States
3638,United States
3639,India
3640,Turkey
3641,France
3642,Turkey
3643,United Kingdom
3644,Argentina
3645,United States
3646,Unknown
3647,Japan
3648,Islamic Republic of
3649,United Kingdom
3650,United States
3651,France
3652,China
3653,Brazil
3654,Argentina
3655,Romania
3656,Germany
3657,Unknown
3658,Italy
3659,United States
3660,United States
3661,United States
3662,United States
3663,Iraq
3664,United States
3665,Netherlands
3666,United States
3667,Islamic Republic of
3668,Switzerland
3669,United States
3670,China
3671,United States
3672,Belarus
3673,Netherlands
3674,France
3675,Spain
3676,Spain
3677,China
3678,United States
3679,Mexico
3680,Russian Federation
3681,Brazil
3682,Unknown
3683,United States
3684,Islamic Republic of
3685,Germany
3686,Norway
3687,Switzerland
3688,France
3689,Chile
3690,Austria
3691,France
3692,Unknown
3693,France
3694,China
3695,United Kingdom
3696,United States
3697,Brazil
3698,Belgium
3699,Norway
3700,Turkey
3701,Czechia
3702,Turkey
3703,Italy
3704,Chile
3705,United States
3706,Unknown
3707,Denmark
3708,Unknown
3709,South Africa
3710,Unknown
3711,United States
3712,United States
3713,Unknown
3714,India
3715,India
3716,Unknown
3717,Greece
3718,Spain
3719,Indonesia
3720,Belgium
3721,France
3722,United States
3723,Australia
3724,Egypt
3725,United Kingdom
3726,United States
3727,United States
3728,United States
3729,Turkey
3730,United States
3731,United States
3732,United States
3733,France
3734,Brazil
3735,Unknown
3736,France
3737,Islamic Republic of
3738,Egypt
3739,United Kingdom
3740,France
3741,China
3742,Denmark
3743,United States
3744,France
3745,Hungary
3746,Unknown
3747,Switzerland
3748,Unknown
