study_id,country
3749,United States
3750,United States
3751,Brazil
3752,United States
3753,Sweden
3754,United States
3755,Unknown
3756,United States
3757,Spain
3758,United States
3759,United States
3760,Belgium
3761,Unknown
3762,United States
3763,Mexico
3764,Denmark
3765,Canada
3766,Austria
3767,Germany
3768,France
3769,France
3770,Sweden
3771,France
3772,France
3773,France
3774,Italy
3775,Italy
3776,Spain
3777,France
3778,United States
3779,Turkey
3780,United States
3781,Jordan
3782,Denmark
3783,United States
3784,Kuwait
3785,Mexico
3786,Turkey
3787,Egypt
3788,Italy
3789,France
3790,Canada
3791,France
3792,Spain
3793,France
3794,United States
3795,China
3796,Denmark
3797,Unknown
3798,United States
3799,Czechia
3800,Turkey
3801,Pakistan
3802,France
3803,United States
3804,France
3805,United States
3806,United Kingdom
3807,United States
3808,Germany
3809,France
3810,Japan
3811,Unknown
3812,Turkey
3813,China
3814,France
3815,United States
3816,Italy
3817,China
3818,Germany
3819,Germany
3820,France
3821,United States
3822,Unknown
3823,France
3824,Egypt
3825,Italy
3826,United States
3827,Japan
3828,France
3829,France
3830,Mexico
3831,United States
3832,United States
3833,Turkey
3834,Russian Federation
3835,United States
3836,Brazil
3837,United States
3838,Israel
3839,Pakistan
3840,Peru
3841,Italy
3842,United States
3843,Belgium
3844,Argentina
3845,United States
3846,Argentina
3847,United States
3848,Unknown
3849,United States
3850,Turkey
3851,United States
3852,Nepal
3853,Israel
3854,Unknown
3855,Egypt
3856,Unknown
3857,United States
3858,Czechia
3859,Germany
3860,France
3861,France
3862,Mexico
3863,Sweden
3864,Canada
3865,Unknown
3866,Italy
3867,Canada
3868,Netherlands
3869,Spain
3870,Unknown
3871,United States
3872,France
3873,Norway
3874,Australia
3875,France
3876,United States
3877,United States
3878,Israel
3879,Unknown
3880,United States
3881,Switzerland
3882,United States
3883,Belgium
3884,United States
3885,Albania
3886,Unknown
3887,Spain
3888,United States
3889,Brazil
3890,United States
3891,United States
3892,France
3893,Canada
3894,Brazil
3895,United Kingdom
3896,United States
3897,Monaco
3898,Italy
3899,Turkey
3900,Turkey
3901,Brazil
3902,Bangladesh
3903,Unknown
3904,China
3905,Brazil
3906,Unknown
3907,United States
3908,France
3909,Canada
3910,United States
3911,France
3912,Unknown
3913,Spain
3914,Sweden
3915,France
3916,Saudi Arabia
3917,Italy
3918,Italy
3919,Spain
3920,Brazil
3921,Unknown
3922,Singapore
3923,Turkey
3924,United States
3925,Spain
3926,Spain
3927,United Kingdom
3928,Turkey
3929,United States
3930,United States
3931,Turkey
3932,Pakistan
3933,United States
3934,China
3935,Germany
3936,Switzerland
3937,Canada
3938,Sweden
3939,Spain
3940,Belgium
3941,Rwanda
3942,United States
3943,China
3944,France
3945,France
3946,Unknown
3947,Unknown
3948,Sweden
3949,Egypt
3950,France
3951,Denmark
3952,France
3953,United States
3954,Egypt
3955,Taiwan
3956,United States
3957,Pakistan
3958,Turkey
3959,Unknown
3960,Turkey
3961,Turkey
3962,Turkey
3963,United States
3964,United States
3965,France
3966,Panama
3967,United Kingdom
3968,France
3969,Turkey
3970,Mexico
3971,United States
3972,Denmark
3973,France
3974,Belgium
3975,Jordan
3976,Denmark
3977,United States
3978,United States
3979,France
3980,Colombia
3981,France
3982,Spain
3983,United States
3984,United States
3985,Italy
3986,United States
3987,China
3988,Italy
3989,Bulgaria
3990,Argentina
3991,France
3992,Unknown
3993,United Kingdom
3994,Bangladesh
3995,United States
3996,Belgium
3997,United States
3998,Egypt
3999,France
4000,Republic of
4001,Republic of
4002,Argentina
4003,United States
4004,Belgium
4005,France
4006,Spain
4007,Unknown
4008,United Kingdom
4009,France
4010,China
4011,United Kingdom
4012,Netherlands
4013,Russian Federation
4014,United States
4015,Malaysia
4016,France
4017,Mexico
4018,United Kingdom
4019,Brazil
4020,United States
4021,Russian Federation
4022,Unknown
4023,Canada
4024,United States
4025,Belgium
4026,United States
4027,United Kingdom
4028,France
4029,United States
4030,Unknown
4031,United States
4032,United States
4033,Germany
4034,Unknown
4035,Unknown
4036,Italy
4037,United States
4038,Unknown
4039,United States
4040,France
4041,France
4042,United States
4043,China
4044,Egypt
4045,Egypt
4046,Italy
4047,Tunisia
4048,United States
4049,Italy
4050,Unknown
4051,United States
4052,France
4053,United States
4054,Switzerland
4055,Cambodia
4056,France
4057,Republic of
4058,Turkey
4059,United States
4060,United States
4061,Austria
4062,Brazil
4063,Brazil
4064,United States
4065,France
4066,United States
4067,Egypt
4068,Greece
4069,Spain
4070,Switzerland
4071,Egypt
4072,United Kingdom
4073,Switzerland
4074,Unknown
4075,United States
4076,Switzerland
4077,Qatar
4078,France
4079,Colombia
4080,Saudi Arabia
4081,Belgium
4082,India
4083,Brazil
4084,Egypt
4085,France
4086,Norway
4087,Mexico
4088,Germany
4089,Indonesia
4090,United States
4091,Unknown
4092,Italy
4093,France
4094,India
4095,Brazil
4096,United States
4097,Netherlands
4098,United Kingdom
4099,Turkey
4100,Egypt
4101,France
4102,France
4103,Turkey
4104,Egypt
4105,Canada
4106,United States
4107,United States
4108,United States
4109,Germany
4110,United States
4111,Austria
4112,Brazil
4113,France
4114,Germany
4115,Germany
4116,United States
4117,Turkey
4118,China
4119,Unknown
4120,China
4121,Norway
4122,Turkey
4123,Greece
4124,United States
4125,Austria
4126,France
4127,Italy
4128,Brazil
4129,Brazil
4130,China
4131,Unknown
4132,Unknown
4133,Mexico
4134,Unknown
4135,Unknown
4136,Germany
4137,Italy
4138,Sweden
4139,Spain
4140,United States
4141,United States
4142,United States
4143,United States
4144,Canada
4145,China
4146,Canada
4147,Unknown
4148,Ireland
4149,United States
4150,Spain
4151,Unknown
4152,Chile
4153,France
4154,Hong Kong
4155,Saudi Arabia
4156,Belgium
4157,Turkey
4158,France
4159,France
4160,Canada
4161,Islamic Republic of
4162,France
4163,United States
4164,France
4165,France
4166,Unknown
4167,Russian Federation
4168,France
4169,Mexico
4170,United States
4171,Chile
4172,Turkey
4173,Turkey
4174,United Kingdom
4175,Unknown
4176,France
4177,United States
4178,France
4179,United States
4180,Spain
4181,United States
4182,Unknown
4183,United Arab Emirates
4184,Unknown
4185,United States
4186,France
4187,Brazil
4188,Unknown
4189,United States
4190,United States
4191,United States
4192,United States
4193,United Kingdom
4194,United States
4195,France
4196,Spain
4197,Germany
4198,United States
4199,Turkey
4200,Egypt
4201,United States
4202,United States
4203,France
4204,France
4205,Unknown
4206,Russian Federation
4207,Turkey
4208,France
4209,France
4210,Italy
4211,Germany
4212,United States
4213,India
4214,Singapore
4215,China
4216,Canada
4217,Turkey
4218,Spain
4219,United States
4220,Canada
4221,Germany
4222,Unknown
4223,United States
4224,Brazil
4225,Egypt
4226,India
4227,Spain
4228,Italy
4229,France
4230,Unknown
4231,Switzerland
4232,United States
4233,France
4234,United States
4235,United States
4236,Turkey
4237,Islamic Republic of
4238,Unknown
4239,United States
4240,Austria
4241,United States
4242,Switzerland
4243,Unknown
4244,United States
4245,Hong Kong
4246,France
4247,United States
4248,China
4249,France
4250,France
4251,Canada
4252,China
4253,United States
4254,Unknown
4255,Taiwan
4256,Ireland
4257,Tunisia
4258,Jordan
4259,China
4260,Mexico
4261,France
4262,France
4263,United States
4264,Brazil
4265,Turkey
4266,Spain
4267,France
4268,France
4269,Russian Federation
4270,Denmark
4271,Mexico
4272,China
4273,United States
4274,United States
4275,United Kingdom
4276,United States
4277,Germany
4278,Germany
4279,United States
4280,Canada
4281,United States
4282,Israel
4283,China
4284,France
4285,Spain
4286,South Africa
4287,United States
4288,United Kingdom
4289,Greece
4290,Germany
4291,Germany
4292,United States
4293,United States
4294,France
4295,Egypt
4296,France
4297,United States
4298,France
4299,China
4300,United States
4301,Spain
4302,Brazil
4303,Australia
4304,Unknown
4305,United States
4306,United States
4307,Bolivia
4308,United Kingdom
4309,Unknown
4310,France
4311,United Kingdom
4312,United States
4313,Unknown
4314,United States
4315,China
4316,United Kingdom
4317,Turkey
4318,Turkey
4319,Switzerland
4320,United States
4321,Sweden
4322,Turkey
4323,Poland
4324,Unknown
4325,France
4326,Brazil
4327,Unknown
4328,United States
4329,Spain
4330,United States
4331,United States
4332,Italy
4333,United States
4334,Indonesia
4335,United States
4336,Hong Kong
4337,Taiwan
4338,France
4339,Republic of
4340,United Kingdom
4341,United States
4342,United States
4343,Netherlands
4344,Germany
4345,Egypt
4346,Spain
4347,United States
4348,Unknown
4349,United States
4350,France
4351,Colombia
4352,Spain
4353,United States
4354,France
4355,Unknown
4356,Turkey
4357,Romania
4358,United States
4359,Pakistan
4360,Brazil
4361,United States
4362,Unknown
4363,United States
4364,Unknown
4365,United States
4366,Unknown
4367,Mexico
4368,United States
4369,Italy
4370,Lesotho
4371,China
4372,Argentina
4373,Unknown
4374,Brazil
4375,Mexico
4376,China
4377,Sweden
4378,United States
4379,United States
4380,Singapore
4381,China
4382,Singapore
4383,Singapore
4384,China
4385,Turkey
4386,China
4387,France
4388,Spain
4389,United States
4390,Hong Kong
4391,China
4392,United States
4393,United Kingdom
4394,France
4395,United States
4396,Turkey
4397,United States
4398,Norway
4399,Norway
4400,United States
4401,France
4402,France
4403,United States
4404,Argentina
4405,United States
4406,France
4407,Canada
4408,United States
4409,United Kingdom
4410,China
4411,Spain
4412,Republic of
4413,Canada
4414,Spain
4415,Canada
4416,United States
4417,United States
4418,Italy
4419,Switzerland
4420,Turkey
4421,United States
4422,United Kingdom
4423,United States
4424,China
4425,Egypt
4426,Hong Kong
4427,Unknown
4428,Qatar
4429,Brazil
4430,Unknown
4431,Vietnam
4432,United States
4433,Canada
4434,Poland
4435,Canada
4436,Brazil
4437,Unknown
4438,Norway
4439,Italy
4440,France
4441,France
4442,United States
4443,China
4444,United States
4445,Canada
4446,Unknown
4447,France
4448,United States
4449,United States
4450,United States
4451,Poland
4452,Italy
4453,Brazil
4454,United States
4455,United States
4456,China
4457,United States
4458,Unknown
4459,Brazil
4460,United States
4461,Germany
4462,Unknown
4463,Pakistan
4464,Turkey
4465,Poland
4466,United States
4467,France
4468,France
4469,Germany
4470,United States
4471,Spain
4472,Canada
4473,United States
4474,United Kingdom
4475,Belgium
4476,United States
4477,United States
4478,Unknown
4479,Brazil
4480,Spain
4481,Mexico
4482,United States
4483,United States
4484,Germany
4485,Unknown
4486,United States
4487,Australia
4488,Russian Federation
4489,United States
4490,Unknown
4491,United States
4492,France
4493,Germany
4494,Unknown
4495,France
4496,United Kingdom
4497,Bulgaria
4498,China
4499,Brazil
4500,Egypt
4501,Russian Federation
4502,France
4503,Italy
4504,Unknown
4505,United States
4506,United States
4507,Taiwan
4508,Unknown
4509,Switzerland
4510,Australia
4511,Unknown
4512,France
4513,France
4514,United States
4515,Unknown
4516,United States
4517,France
4518,Italy
4519,United States
4520,Sweden
4521,Unknown
4522,France
4523,United States
4524,France
4525,France
4526,United States
4527,Spain
4528,Argentina
4529,Unknown
4530,United Kingdom
4531,Turkey
4532,Switzerland
4533,France
4534,Turkey
4535,France
4536,Belgium
4537,United Kingdom
4538,France
4539,Pakistan
4540,United States
4541,United States
4542,China
4543,Mexico
4544,Unknown
4545,China
4546,Canada
4547,France
4548,Italy
4549,United States
4550,Australia
4551,Brazil
4552,United States
4553,Egypt
4554,Brazil
4555,France
4556,United Kingdom
4557,United States
4558,United States
4559,Spain
4560,Japan
4561,France
4562,Turkey
4563,Australia
4564,Turkey
4565,Ukraine
4566,Unknown
4567,France
4568,United States
4569,China
4570,United Kingdom
4571,France
4572,Germany
4573,United States
4574,France
4575,Germany
4576,United States
4577,Belgium
4578,United Kingdom
4579,United Kingdom
4580,United States
4581,Paraguay
4582,France
4583,United States
4584,India
4585,United States
4586,Spain
4587,United Kingdom
4588,Switzerland
4589,Canada
4590,Unknown
4591,Unknown
4592,United States
4593,United States
4594,United States
4595,Saudi Arabia
4596,Turkey
4597,Hungary
4598,France
4599,Germany
4600,Thailand
4601,Hong Kong
4602,Italy
4603,France
4604,United States
4605,Islamic Republic of
4606,France
4607,United States
4608,United States
4609,Unknown
4610,Switzerland
4611,Unknown
4612,United States
4613,China
4614,France
4615,France
4616,Norway
4617,Poland
4618,Belgium
4619,France
4620,Mexico
4621,Canada
4622,China
4623,Canada
4624,Unknown
4625,United States
4626,United Kingdom
4627,United States
4628,France
4629,Norway
4630,United States
4631,Unknown
4632,Turkey
4633,Unknown
4634,United States
4635,Norway
4636,Sweden
4637,Turkey
4638,Unknown
4639,United States
4640,Thailand
4641,United States
4642,Pakistan
4643,Pakistan
4644,Chile
4645,Turkey
4646,Italy
4647,United States
4648,France
4649,United States
4650,Unknown
4651,United States
4652,United States
4653,United States
4654,Italy
4655,Belgium
4656,Spain
4657,Turkey
4658,United States
4659,Taiwan
4660,United States
4661,Unknown
4662,Canada
4663,United Kingdom
4664,Unknown
4665,United States
4666,Canada
4667,Turkey
4668,Canada
4669,Hong Kong
4670,Canada
4671,Canada
4672,Belgium
4673,United States
4674,Brazil
4675,Italy
4676,Greece
4677,Argentina
4678,United Kingdom
4679,Switzerland
4680,France
4681,United States
4682,Israel
4683,Netherlands
4684,Kazakhstan
4685,Portugal
4686,France
4687,Turkey
4688,Unknown
4689,Jordan
4690,France
4691,United Kingdom
4692,Hungary
4693,India
4694,France
4695,France
4696,Poland
4697,Unknown
4698,United States
4699,Turkey
4700,United Arab Emirates
4701,United Kingdom
4702,United States
4703,United States
4704,Turkey
4705,Canada
4706,United States
4707,United States
4708,France
4709,United States
4710,United States
4711,Turkey
4712,Unknown
4713,Unknown
4714,Unknown
4715,Egypt
4716,Ecuador
4717,Brazil
4718,United States
4719,Turkey
4720,Pakistan
4721,France
4722,Unknown
4723,Unknown
4724,Republic of
4725,Germany
4726,Sweden
4727,Canada
4728,France
4729,United States
4730,Unknown
4731,United States
4732,French Guiana
4733,Spain
4734,Unknown
4735,Brazil
4736,United States
4737,Brazil
4738,France
4739,United Kingdom
4740,United States
4741,United States
4742,United States
4743,Australia
4744,France
4745,Turkey
4746,Canada
4747,United States
4748,Spain
4749,Chile
4750,Unknown
4751,Singapore
4752,Switzerland
4753,Turkey
4754,France
4755,United States
4756,Belgium
4757,Unknown
4758,China
4759,Brazil
4760,United States
4761,Turkey
4762,United Kingdom
4763,China
4764,Italy
4765,United States
4766,United Kingdom
4767,Canada
4768,United States
4769,Unknown
4770,Canada
4771,United States
4772,Germany
4773,Unknown
4774,Pakistan
4775,China
4776,Spain
4777,China
4778,Unknown
4779,Canada
4780,China
4781,Russian Federation
4782,United States
4783,China
4784,Argentina
4785,France
4786,China
4787,Spain
4788,China
4789,France
4790,France
4791,China
4792,Unknown
4793,Austria
4794,Turkey
4795,Unknown
4796,United States
4797,Turkey
4798,Unknown
4799,France
4800,France
4801,Canada
4802,Unknown
4803,Unknown
4804,China
4805,United States
4806,United Kingdom
4807,India
4808,Unknown
4809,Brazil
4810,China
4811,Unknown
4812,United States
4813,China
4814,Italy
4815,Spain
4816,Egypt
4817,France
4818,Germany
4819,Unknown
4820,United States
4821,Israel
4822,United States
4823,Mexico
4824,Unknown
4825,United Kingdom
4826,United States
4827,United States
4828,France
4829,Lebanon
4830,Australia
4831,United States
4832,Unknown
4833,Brazil
4834,United Kingdom
4835,Unknown
4836,Canada
4837,United States
4838,Malaysia
4839,United States
4840,Hong Kong
4841,Belgium
4842,France
4843,Unknown
4844,United States
4845,France
4846,Switzerland
4847,Canada
4848,Unknown
4849,France
4850,Unknown
4851,Australia
4852,Sweden
4853,Unknown
4854,Sweden
4855,United States
4856,France
4857,Brazil
4858,United Kingdom
4859,Unknown
4860,Unknown
4861,United Kingdom
4862,Unknown
4863,United States
4864,Canada
4865,Unknown
4866,Unknown
4867,France
4868,United Kingdom
4869,Canada
4870,India
4871,France
4872,South Africa
4873,Brazil
4874,Mexico
4875,United Kingdom
4876,Austria
4877,United States
4878,Turkey
4879,Belgium
4880,United States
4881,Brazil
4882,China
4883,Mexico
4884,Unknown
4885,United States
4886,Russian Federation
4887,Israel
4888,Italy
4889,Singapore
4890,Unknown
4891,United Kingdom
4892,Mexico
4893,United Kingdom
4894,Germany
4895,Saudi Arabia
4896,France
4897,United States
4898,United States
4899,Spain
4900,Italy
4901,Argentina
4902,Germany
4903,Italy
4904,Canada
4905,Canada
4906,Turkey
4907,Unknown
4908,United States
4909,United States
4910,Taiwan
4911,France
4912,Egypt
4913,Denmark
4914,Canada
4915,United States
4916,United States
4917,China
4918,China
4919,Brazil
4920,Republic of
4921,Unknown
4922,Unknown
4923,France
4924,Saudi Arabia
4925,Unknown
4926,China
4927,Spain
4928,Unknown
4929,Netherlands
4930,Italy
4931,Unknown
4932,United States
4933,France
4934,Unknown
4935,United States
4936,France
4937,Japan
4938,United States
4939,United Kingdom
4940,United States
4941,China
4942,Russian Federation
4943,United Kingdom
4944,Islamic Republic of
4945,United States
4946,United Kingdom
4947,Russian Federation
4948,Unknown
4949,Germany
4950,France
4951,France
4952,Italy
4953,Canada
4954,United States
4955,Brazil
4956,United States
4957,Spain
4958,France
4959,Colombia
4960,Egypt
4961,Malaysia
4962,China
4963,Turkey
4964,New Zealand
4965,France
4966,France
4967,Brazil
4968,Russian Federation
4969,Turkey
4970,France
4971,Germany
4972,Hong Kong
4973,Unknown
4974,Brazil
4975,Unknown
4976,France
4977,France
4978,United States
4979,Turkey
4980,Turkey
4981,United States
4982,United States
4983,France
4984,Malaysia
4985,Netherlands
4986,Unknown
4987,Spain
4988,United Kingdom
4989,Egypt
4990,United States
4991,United States
4992,Canada
4993,Canada
4994,Italy
4995,Unknown
4996,Egypt
4997,France
4998,United States
4999,United States
5000,Mexico
5001,China
5002,France
5003,Brazil
5004,China
5005,China
5006,United Kingdom
5007,France
5008,Brazil
5009,Egypt
5010,France
5011,France
5012,Unknown
5013,United States
5014,United States
5015,Germany
5016,Turkey
5017,Norway
5018,United States
5019,China
5020,United Kingdom
5021,Thailand
5022,Canada
5023,United States
5024,Canada
5025,United States
5026,China
5027,China
5028,Canada
5029,Japan
5030,United States
5031,Unknown
5032,France
5033,Unknown
5034,Unknown
5035,China
5036,Pakistan
5037,Egypt
5038,Belgium
5039,United States
5040,Saudi Arabia
5041,France
5042,France
5043,United States
5044,Vietnam
5045,Turkey
5046,Unknown
5047,Unknown
5048,Jordan
5049,Croatia
5050,United States
5051,Switzerland
5052,United Kingdom
5053,Canada
5054,United States
5055,Australia
5056,United States
5057,France
5058,France
5059,Canada
5060,United States
5061,United States
5062,United Kingdom
5063,France
5064,Canada
5065,Singapore
5066,Turkey
5067,Burkina Faso
5068,China
5069,Italy
5070,United States
5071,Canada
5072,Hong Kong
5073,Turkey
5074,France
5075,Unknown
5076,United States
5077,United States
5078,Unknown
5079,Canada
5080,Unknown
5081,Unknown
5082,Bangladesh
5083,Canada
5084,Turkey
5085,Germany
5086,China
5087,Turkey
5088,United States
5089,Egypt
5090,United States
5091,United States
5092,France
5093,United Kingdom
5094,United Kingdom
5095,Canada
5096,United States
5097,Thailand
5098,China
5099,Canada
5100,Unknown
5101,United Kingdom
5102,Honduras
5103,Italy
5104,Spain
5105,Egypt
5106,France
5107,United States
5108,France
5109,Canada
5110,United Kingdom
5111,France
5112,Unknown
5113,United States
5114,United States
5115,United Kingdom
5116,Turkey
5117,United Kingdom
5118,Unknown
5119,United States
5120,France
5121,Egypt
5122,Canada
5123,United States
5124,Spain
5125,United Kingdom
5126,Turkey
5127,Turkey
5128,Unknown
5129,China
5130,United Kingdom
5131,Unknown
5132,Canada
5133,Bangladesh
5134,Unknown
5135,United Kingdom
5136,Poland
5137,South Africa
5138,Colombia
5139,Unknown
5140,United States
5141,Canada
5142,Spain
5143,United States
5144,United States
5145,United States
5146,Canada
5147,Egypt
5148,Singapore
5149,Australia
5150,Unknown
5151,China
5152,Argentina
5153,United States
5154,Austria
5155,Unknown
5156,Belgium
5157,Belgium
5158,United States
5159,United States
5160,China
5161,Greece
5162,Netherlands
5163,China
5164,China
5165,Unknown
5166,Brazil
5167,United States
5168,Unknown
5169,India
5170,Argentina
5171,Hong Kong
5172,Poland
5173,Unknown
5174,France
5175,United Kingdom
5176,Unknown
5177,France
5178,Canada
5179,United States
5180,United States
5181,Switzerland
5182,Turkey
5183,United States
5184,Unknown
5185,United States
5186,Japan
5187,United States
5188,Unknown
5189,France
5190,Poland
5191,United States
5192,France
5193,Spain
5194,Switzerland
5195,United States
5196,Unknown
5197,Egypt
5198,Sweden
5199,United Kingdom
5200,Singapore
5201,Republic of
5202,United Kingdom
5203,United States
5204,United Kingdom
5205,Egypt
5206,Italy
5207,United States
5208,United States
5209,Argentina
5210,United States
5211,United Kingdom
5212,Germany
5213,Unknown
5214,Canada
5215,China
5216,United States
5217,United States
5218,Unknown
5219,Germany
5220,United States
5221,United States
5222,Australia
5223,Switzerland
5224,India
5225,Turkey
5226,China
5227,Unknown
5228,Unknown
5229,Unknown
5230,Turkey
5231,United States
5232,Italy
5233,United States
5234,France
5235,Germany
5236,Italy
5237,United Kingdom
5238,United States
5239,United Kingdom
5240,United States
5241,Spain
5242,Egypt
5243,Hungary
5244,United Kingdom
5245,Ghana
5246,France
5247,United States
5248,United States
5249,Poland
5250,Poland
5251,Taiwan
5252,Canada
5253,United States
5254,United States
5255,Unknown
5256,Canada
5257,Republic of
5258,Germany
5259,United States
5260,Romania
5261,United Kingdom
5262,United Kingdom
5263,Israel
5264,Turkey
5265,Canada
5266,United Kingdom
5267,Spain
5268,United Kingdom
5269,Cyprus
5270,Poland
5271,Belgium
5272,United States
5273,China
5274,United States
5275,France
5276,United States
5277,Turkey
5278,United States
5279,Turkey
5280,Hong Kong
5281,United States
5282,United States
5283,Netherlands
5284,Ireland
5285,Lithuania
5286,Unknown
5287,United States
5288,United States
5289,Taiwan
5290,Canada
5291,United States
5292,Ireland
5293,Unknown
5294,Mexico
5295,United States
5296,Unknown
5297,United States
5298,United States
5299,Canada
5300,Germany
5301,United Kingdom
5302,Unknown
5303,China
5304,Singapore
5305,China
5306,Unknown
5307,United States
5308,United States
5309,United States
5310,United Kingdom
5311,India
5312,China
5313,Colombia
5314,Canada
5315,United States
5316,United States
5317,Canada
5318,United States
5319,Unknown
5320,Barbados
5321,United States
5322,Denmark
5323,Canada
5324,United States
5325,Belgium
5326,United States
5327,United States
5328,France
5329,United States
5330,United States
5331,United States
5332,United States
5333,United Kingdom
5334,United States
5335,Unknown
5336,Unknown
5337,United States
5338,Canada
5339,United States
5340,France
5341,United States
5342,Unknown
5343,Unknown
5344,United States
5345,Hong Kong
5346,United States
5347,Spain
5348,Germany
5349,China
5350,China
5351,Unknown
5352,China
5353,United States
5354,Brazil
5355,Republic of
5356,United States
5357,Republic of
5358,United States
5359,United States
5360,Belgium
5361,Sweden
5362,Taiwan
5363,China
5364,China
5365,United Kingdom
5366,United States
5367,United States
5368,Canada
5369,Canada
5370,United States
5371,United States
5372,United Kingdom
5373,Brazil
5374,Canada
5375,Turkey
5376,Canada
5377,United States
5378,Unknown
5379,Canada
5380,Unknown
5381,Unknown
5382,United States
5383,United Kingdom
5384,Italy
5385,Turkey
5386,United Kingdom
5387,Iraq
5388,United Kingdom
5389,Unknown
5390,Hong Kong
5391,India
5392,United States
5393,Sweden
5394,Republic of
5395,Turkey
5396,United States
5397,United States
5398,France
5399,Unknown
5400,Singapore
5401,Canada
5402,United States
5403,United Kingdom
5404,Canada
5405,France
5406,Ireland
5407,Hong Kong
5408,Slovenia
5409,Spain
5410,United States
5411,Canada
5412,United States
5413,Spain
5414,United States
5415,Unknown
5416,United States
5417,United States
5418,United States
5419,United Kingdom
5420,Unknown
5421,Ukraine
5422,France
5423,Canada
5424,United Kingdom
5425,United Kingdom
5426,Peru
5427,Canada
5428,United Kingdom
5429,Unknown
5430,United Kingdom
5431,Switzerland
5432,Unknown
5433,Unknown
5434,Chile
5435,United States
5436,United States
5437,Canada
5438,Unknown
5439,China
5440,United States
5441,United States
5442,United States
5443,Germany
5444,United States
5445,Canada
5446,United States
5447,United Kingdom
5448,Unknown
5449,United Kingdom
5450,Switzerland
5451,Canada
5452,United States
5453,France
5454,United States
5455,United States
5456,Australia
5457,Egypt
5458,United States
5459,Israel
5460,United Kingdom
5461,United States
5462,Unknown
5463,Spain
5464,Unknown
5465,United States
5466,Turkey
5467,United States
5468,United States
5469,Unknown
5470,United States
5471,Egypt
5472,Unknown
5473,Turkey
5474,United Kingdom
5475,Australia
5476,United States
5477,Unknown
5478,United States
5479,Unknown
5480,United States
5481,Australia
5482,Canada
5483,United States
5484,Netherlands
5485,Uganda
5486,Turkey
5487,United States
5488,Spain
5489,Norway
5490,United States
5491,Portugal
5492,United States
5493,Unknown
5494,Spain
5495,Sweden
5496,Poland
5497,Sweden
5498,Turkey
5499,Turkey
5500,Turkey
5501,United States
5502,United States
5503,Finland
5504,United States
5505,France
5506,Germany
5507,United States
5508,United States
5509,United States
5510,United States
5511,United Kingdom
5512,United States
5513,United States
5514,United States
5515,Chile
5516,Argentina
5517,France
5518,United States
5519,Canada
5520,Unknown
5521,Turkey
5522,Unknown
5523,United States
5524,Unknown
5525,United States
5526,India
5527,United States
5528,United States
5529,United States
5530,United States
5531,Hong Kong
5532,Belgium
5533,United States
5534,United States
5535,Bangladesh
5536,Turkey
5537,Unknown
5538,Austria
5539,United States
5540,United States
5541,Unknown
5542,United States
5543,Russian Federation
5544,United States
5545,United States
5546,United States
5547,Canada
5548,United States
5549,Canada
5550,Italy
5551,United States
5552,France
5553,United States
5554,United States
5555,United States
5556,Hong Kong
5557,United States
5558,United States
5559,Belgium
5560,Zambia
5561,Germany
5562,United States
5563,Denmark
5564,United States
5565,United States
5566,United States
5567,Canada
5568,United Kingdom
5569,United States
5570,United States
5571,Switzerland
5572,United States
5573,Germany
5574,United States
5575,Denmark
5576,United States
